autocorrelation,IMC2,sum_entropy,entropy,IDM,sum_average,diff_entropy,variance,IMC1,MCC,correlation,ASM,contrast
0.00337122978161659,0.2587469535072091,0.2670210543009554,0.32974532542830326,0.33302437548464076,0.3969241083193027,0.5571588837681146,0.5996200530720757,0.6205288309400905,0.6682575012870637,0.8895502819197363,1.4207650347617866,1.9113092610206563
