group,seed,train_fraction,n_train,best_val_dice,best_epoch,stopped_early,dice_val_epoch5,dice_val_epoch10,dice_val_epoch15,dice_val_epoch20,dice_val_epoch25,dice_val_epoch30,dice_val_epoch35,dice_val_epoch40,dice_val_epoch45
C_rand_enc1,42,0.1,100,0.6156638860702515,37,True,0.22401465964503586,0.3453756170347333,0.48983821272850037,0.47146524395793676,0.5110733490437269,0.5564919682219625,0.5320078115910292,0.5815384266898036,0.5599426422268152
C_rand_enc1,42,0.25,250,0.6613394971936941,22,True,0.43795491103082895,0.6105355024337769,0.6088543208315969,0.6349889962002635,0.6108188573271036,0.6407925002276897,,,
C_rand_enc1,42,0.5,501,0.682186683639884,25,True,0.5155655918642879,0.6304951645433903,0.6164218708872795,0.6486640842631459,0.682186683639884,0.6657971944659948,0.6470750477164984,,
C_rand_enc1,42,0.75,751,0.6886933967471123,30,True,0.5632482329383492,0.6255782842636108,0.6261026011779904,0.6101600052788854,0.6095366394147277,0.6886933967471123,0.6458189822733402,0.667396666482091,
C_rand_enc1,42,1.0,1002,0.7113004252314568,19,True,0.5447791265323758,0.5870844200253487,0.6200477285310626,0.6666177082806826,0.7062045112252235,,,,
