group,seed,train_fraction,n_train,best_val_dice,best_epoch,stopped_early,dice_val_epoch5,dice_val_epoch10,dice_val_epoch15,dice_val_epoch20,dice_val_epoch25,dice_val_epoch30,dice_val_epoch35,dice_val_epoch40,dice_val_epoch45,dice_val_epoch50,dice_val_epoch55,dice_val_epoch60,dice_val_epoch65,dice_val_epoch70
A_baseline_calib,42,0.25,164,0.7855376033555894,59,True,0.6958213732356117,0.7182439139911106,0.7474260983012971,0.7571463017236619,0.7664145231246948,0.7676120059830802,0.7760561108589172,0.7779258915356227,0.7810973638579959,0.7775797361419314,0.7769037541889009,0.7769082387288412,0.7769826310021537,0.7834342831657046
A_baseline_calib,42,1.0,658,0.816586054506756,46,True,0.7716806814784095,0.7651750331833249,0.7955214693432763,0.8118480103356498,0.8055951396624247,0.8079682560194106,0.8120850977443513,0.8150071842329842,0.8164244691530863,0.8158427164668128,0.8129692446617853,0.8129323437100365,,
