autocorrelation,IMC2,entropy,IMC1,diff_entropy,IDM,MCC,sum_average,correlation,sum_entropy,variance,contrast,ASM
0.007909571135559342,0.22757415369804856,0.3965947422228606,0.5304389274322687,0.6425737855551232,0.6978547568500743,0.7050662174219519,0.8576824623942423,0.9347434509671857,1.014768449674341,1.2655188411716716,1.9608353393035762,1.979540645163993
