autocorrelation,MCC,correlation,IMC2,entropy,diff_entropy,IDM,contrast,IMC1,variance,sum_entropy,sum_average,ASM
0.027920915809917776,0.21399851530340191,0.24213914846735535,0.2779902762860944,0.5216344900029554,0.6002188698436881,0.6592594965643654,0.8693890751217412,1.0333662353773985,1.1095261584410125,1.1786658510959929,1.3666695635701491,1.4423314960818494
