group,seed,train_fraction,n_train,best_val_dice,best_epoch,stopped_early,dice_val_epoch5,dice_val_epoch10,dice_val_epoch15,dice_val_epoch20,dice_val_epoch25,dice_val_epoch30,dice_val_epoch35,dice_val_epoch40,dice_val_epoch45,dice_val_epoch50,dice_val_epoch55,dice_val_epoch60,dice_val_epoch65
KR_B_layer1,42,0.1,100,0.4957958934828639,43,True,0.17138962377794087,0.2128380537033081,0.30078643234446645,0.36306078964844346,0.415034718811512,0.430670908652246,0.4533946383744478,0.4661503732204437,0.48540539760142565,0.4867810280993581,,,
KR_B_layer1,42,0.25,250,0.6506543783470988,54,True,0.2750417380593717,0.4814116461202502,0.5255835084244609,0.5745737226679921,0.5772133748978376,0.5924702612683177,0.6000027498230338,0.6273157894611359,0.6199691835790873,0.6385380662977695,0.6375211803242564,0.6225941088050604,
KR_B_layer1,42,0.5,501,0.6775803072378039,59,True,0.4787653712555766,0.5415011281147599,0.5621832590550184,0.5770014487206936,0.6466151000931859,0.6430790685117245,0.6492100991308689,0.6418111333623528,0.6622159285470843,0.6565040610730648,0.6500246841460466,0.6447486439719796,0.6605510246008635
KR_B_layer1,42,0.75,751,0.6785859428346157,43,True,0.5082522546872497,0.5781148867681623,0.5856835059821606,0.5872416188940406,0.5884037269279361,0.6484288284555078,0.6518470393493772,0.6530048418790102,0.660282427445054,0.6537845842540264,,,
KR_B_layer1,42,1.0,1002,0.734955083578825,56,True,0.5081398449838161,0.5919944122433662,0.6408021487295628,0.6122580170631409,0.6495239427313209,0.6566848792135715,0.6699219262227416,0.6952447313815355,0.6921800654381514,0.7048345468938351,0.7303624432533979,0.7024513706564903,0.7287067919969559
