autocorrelation,sum_entropy,IMC2,entropy,IDM,variance,sum_average,diff_entropy,MCC,IMC1,correlation,ASM,contrast
0.0039036982699717218,0.20324192368268718,0.22398332500020499,0.390543114591525,0.3992143406240287,0.5281706746140749,0.5330017228935872,0.6177585981011589,0.6318611749427829,0.6923056189433974,0.9042761007753071,1.532923023034971,1.9049823099587484
