autocorrelation,IMC2,MCC,correlation,entropy,diff_entropy,IDM,IMC1,contrast,variance,sum_entropy,ASM,sum_average
0.04104414386288656,0.2501169215547192,0.2579930985230421,0.3499989641552135,0.48674247779184904,0.5460602650047551,0.5544133840934842,0.9386923656779484,0.9427726749042075,1.0591613752386577,1.1446603742573074,1.2326972682740145,1.275153914876051
